id,name,form_name,分類,カテゴリー,タイプ1,タイプ2,高さ,重さ,HP,攻撃,防御,特攻,特防,素早さ,合計,特性1,特性2,夢特性,hiragana,romaji
676,トリミアン,通常,プードルポケモン,通常,ノーマル,,1.2,28,75,80,60,65,90,102,472,ファーコート,,,とりみあん,torimian
677,ニャスパー,通常,じせいポケモン,通常,エスパー,,0.3,3.5,62,48,54,63,60,68,355,するどいめ,すりぬけ,マイペース,にゃすぱー,nyasupa
678,ニャオニクス,オスのすがた,よくせいポケモン,通常,エスパー,,0.6,8.5,74,48,76,83,81,104,466,するどいめ,すりぬけ,いたずらごころ,にゃおにくす,nyaonikusu
679,ヒトツキ,通常,とうけんポケモン,通常,はがね,ゴースト,0.8,2,45,80,100,35,37,28,325,ノーガード,,,ひとつき,hitotsuki
680,ニダンギル,通常,とうけんポケモン,通常,はがね,ゴースト,0.8,4.5,59,110,150,45,49,35,448,ノーガード,,,にだんぎる,nidangiru
681,ギルガルド,シールドフォルム,おうけんポケモン,通常,はがね,ゴースト,1.7,53,60,50,140,50,140,60,500,バトルスイッチ,,,ぎるがるど,girugarudo
682,シュシュプ,通常,こうすいポケモン,通常,フェアリー,,0.2,0.5,78,52,60,63,65,23,341,いやしのこころ,,アロマベール,しゅしゅぷ,shushupu
683,フレフワン,通常,ほうこうポケモン,通常,フェアリー,,0.8,15.5,101,72,72,99,89,29,462,いやしのこころ,,アロマベール,ふれふわん,furefuwan
684,ペロッパフ,通常,わたあめポケモン,通常,フェアリー,,0.4,3.5,62,48,66,59,57,49,341,スイートベール,,かるわざ,ぺろっぱふ,peroppafu
685,ペロリーム,通常,ホイップポケモン,通常,フェアリー,,0.8,5,82,80,86,85,75,72,480,スイートベール,,かるわざ,ぺろりーむ,perorimu
686,マーイーカ,通常,かいてんポケモン,通常,あく,エスパー,0.4,3.5,53,54,53,37,46,45,288,あまのじゃく,きゅうばん,すりぬけ,まーいーか,maika
687,カラマネロ,通常,ぎゃくてんポケモン,通常,あく,エスパー,1.5,47,86,92,88,68,75,73,482,あまのじゃく,きゅうばん,すりぬけ,からまねろ,karamanero
688,カメテテ,通常,ふたてポケモン,通常,いわ,みず,0.5,31,42,52,67,39,56,50,306,かたいツメ,スナイパー,わるいてぐせ,かめてて,kametete
689,ガメノデス,通常,しゅうごうポケモン,通常,いわ,みず,1.3,96,72,105,115,54,86,68,500,かたいツメ,スナイパー,わるいてぐせ,がめのです,gamenodesu
690,クズモー,通常,クサモドキポケモン,通常,どく,みず,0.5,7.3,50,60,60,60,60,30,320,どくのトゲ,どくしゅ,てきおうりょく,くずもー,kuzumo
691,ドラミドロ,通常,クサモドキポケモン,通常,どく,ドラゴン,1.8,81.5,65,75,90,97,123,44,494,どくのトゲ,どくしゅ,てきおうりょく,どらみどろ,doramidoro
692,ウデッポウ,通常,みずでっぽうポケモン,通常,みず,,0.5,8.3,50,53,62,58,63,44,330,メガランチャー,,,うでっぽう,udeppou
693,ブロスター,通常,ランチャーポケモン,通常,みず,,1.3,35.3,71,73,88,120,89,59,500,メガランチャー,,,ぶろすたー,burosuta
694,エリキテル,通常,はつでんポケモン,通常,でんき,ノーマル,0.5,6,44,38,33,61,43,70,289,かんそうはだ,すながくれ,サンパワー,えりきてる,erikiteru
695,エレザード,通常,はつでんポケモン,通常,でんき,ノーマル,1,21,62,55,52,109,94,109,481,かんそうはだ,すながくれ,サンパワー,えれざーど,erezado
696,チゴラス,通常,ようくんポケモン,通常,いわ,ドラゴン,0.8,26,58,89,77,45,45,48,362,がんじょうあご,,がんじょう,ちごらす,chigorasu
697,ガチゴラス,通常,ぼうくんポケモン,通常,いわ,ドラゴン,2.5,270,82,121,119,69,59,71,521,がんじょうあご,,いしあたま,がちごらす,gachigorasu
698,アマルス,通常,ツンドラポケモン,通常,いわ,こおり,1.3,25.2,77,59,50,67,63,46,362,フリーズスキン,,ゆきふらし,あまるす,amarusu
699,アマルルガ,通常,ツンドラポケモン,通常,いわ,こおり,2.7,225,123,77,72,99,92,58,521,フリーズスキン,,ゆきふらし,あまるるが,amaruruga
700,ニンフィア,通常,むすびつきポケモン,通常,フェアリー,,1,23.5,95,65,65,110,130,60,525,メロメロボディ,,フェアリースキン,にんふぃあ,ninfuia
701,ルチャブル,通常,レスリングポケモン,通常,かくとう,ひこう,0.8,21.5,78,92,75,74,63,118,500,じゅうなん,かるわざ,かたやぶり,るちゃぶる,ruchaburu
702,デデンネ,通常,アンテナポケモン,通常,でんき,フェアリー,0.2,2.2,67,58,57,81,67,101,431,ほおぶくろ,ものひろい,プラス,ででんね,dedenne
703,メレシー,通常,ほうせきポケモン,通常,いわ,フェアリー,0.3,5.7,50,50,150,50,150,50,500,クリアボディ,,がんじょう,めれしー,mereshi
704,ヌメラ,通常,なんたいポケモン,通常,ドラゴン,,0.3,2.8,45,50,35,55,75,40,300,そうしょく,うるおいボディ,ぬめぬめ,ぬめら,numera
705,ヌメイル,通常,なんたいポケモン,通常,ドラゴン,,0.8,17.5,68,75,53,83,113,60,452,そうしょく,うるおいボディ,ぬめぬめ,ぬめいる,numeiru
706,ヌメルゴン,通常,ドラゴンポケモン,通常,ドラゴン,,2,150.5,90,100,70,110,150,80,600,そうしょく,うるおいボディ,ぬめぬめ,ぬめるごん,numerugon
707,クレッフィ,通常,かぎたばポケモン,通常,はがね,フェアリー,0.2,3,57,80,91,80,87,75,470,いたずらごころ,,マジシャン,くれっふぃ,kureffui
708,ボクレー,通常,きりかぶポケモン,通常,ゴースト,くさ,0.4,7,43,70,48,50,60,38,309,しぜんかいふく,おみとおし,しゅうかく,ぼくれー,bokure
709,オーロット,通常,ろうぼくポケモン,通常,ゴースト,くさ,1.5,71,85,110,76,65,82,56,474,しぜんかいふく,おみとおし,しゅうかく,おーろっと,orotto
710,バケッチャ,ふつうのサイズ,かぼちゃポケモン,通常,ゴースト,くさ,0.4,5,49,66,70,44,55,51,335,ものひろい,おみとおし,ふみん,ばけっちゃ,bakeccha
711,パンプジン,ふつうのサイズ,かぼちゃポケモン,通常,ゴースト,くさ,0.9,12.5,65,90,122,58,75,84,494,ものひろい,おみとおし,ふみん,ぱんぷじん,panpujin
712,カチコール,通常,ひょうかいポケモン,通常,こおり,,1,99.5,55,69,85,32,35,28,304,マイペース,アイスボディ,がんじょう,かちこーる,kachikoru
713,クレベース,通常,ひょうざんポケモン,通常,こおり,,2,505,95,117,184,44,46,28,514,マイペース,アイスボディ,がんじょう,くれべーす,kurebesu
714,オンバット,通常,おんぱポケモン,通常,ひこう,ドラゴン,0.5,8,40,30,35,45,40,55,245,おみとおし,すりぬけ,テレパシー,おんばっと,onbatto
715,オンバーン,通常,おんぱポケモン,通常,ひこう,ドラゴン,1.5,85,85,70,80,97,80,123,535,おみとおし,すりぬけ,テレパシー,おんばーん,onban
716,ゼルネアス,通常,せいめいポケモン,伝説,フェアリー,,3,215,126,131,95,131,98,99,680,フェアリーオーラ,,,ぜるねあす,zeruneasu
717,イベルタル,通常,はかいポケモン,伝説,あく,ひこう,5.8,203,126,131,95,131,98,99,680,ダークオーラ,,,いべるたる,iberutaru
718,ジガルデ,５０％フォルム,ちつじょポケモン,伝説,ドラゴン,じめん,5,305,108,100,121,81,95,95,600,オーラブレイク,スワームチェンジ,,じがるで,jigarude
719,ディアンシー,通常,ほうせきポケモン,幻,いわ,フェアリー,0.7,8.8,50,100,150,100,150,50,600,クリアボディ,,,でぃあんしー,deianshi
720,フーパ,いましめられしフーパ,いたずらポケモン,幻,エスパー,ゴースト,0.5,9,80,110,60,150,130,70,600,マジシャン,,,ふーぱ,fupa
721,ボルケニオン,通常,スチームポケモン,幻,ほのお,みず,1.7,195,80,110,120,130,90,70,600,ちょすい,,,ぼるけにおん,borukenion
722,モクロー,通常,くさばねポケモン,通常,くさ,ひこう,0.3,1.5,68,55,55,50,50,42,320,しんりょく,,えんかく,もくろー,mokuro
723,フクスロー,通常,はばねポケモン,通常,くさ,ひこう,0.7,16,78,75,75,70,70,52,420,しんりょく,,えんかく,ふくすろー,fukusuro
724,ジュナイパー,通常,やばねポケモン,通常,くさ,ゴースト,1.6,36.6,78,107,75,100,100,70,530,しんりょく,,えんかく,じゅないぱー,junaipa
725,ニャビー,通常,ひねこポケモン,通常,ほのお,,0.4,4.3,45,65,40,60,40,70,320,もうか,,いかく,にゃびー,nyabi
726,ニャヒート,通常,ひねこポケモン,通常,ほのお,,0.7,25,65,85,50,80,50,90,420,もうか,,いかく,にゃひーと,nyahito
727,ガオガエン,通常,ヒールポケモン,通常,ほのお,あく,1.8,83,95,115,90,80,90,60,530,もうか,,いかく,がおがえん,gaogaen
728,アシマリ,通常,あしかポケモン,通常,みず,,0.4,7.5,50,54,54,66,56,40,320,げきりゅう,,うるおいボイス,あしまり,ashimari
729,オシャマリ,通常,アイドルポケモン,通常,みず,,0.6,17.5,60,69,69,91,81,50,420,げきりゅう,,うるおいボイス,おしゃまり,oshamari
730,アシレーヌ,通常,ソリストポケモン,通常,みず,フェアリー,1.8,44,80,74,74,126,116,60,530,げきりゅう,,うるおいボイス,あしれーぬ,ashirenu
731,ツツケラ,通常,きつつきポケモン,通常,ノーマル,ひこう,0.3,1.2,35,75,30,30,30,65,265,するどいめ,スキルリンク,ものひろい,つつけら,tsutsukera
732,ケララッパ,通常,ラッパぐちポケモン,通常,ノーマル,ひこう,0.6,14.8,55,85,50,40,50,75,355,するどいめ,スキルリンク,ものひろい,けららっぱ,kerarappa
733,ドデカバシ,通常,おおづつポケモン,通常,ノーマル,ひこう,1.1,26,80,120,75,75,75,60,485,するどいめ,スキルリンク,ちからずく,どでかばし,dodekabashi
734,ヤングース,通常,うろつきポケモン,通常,ノーマル,,0.4,6,48,70,30,30,30,45,253,はりこみ,がんじょうあご,てきおうりょく,やんぐーす,yangusu
735,デカグース,通常,はりこみポケモン,通常,ノーマル,,0.7,14.2,88,110,60,55,60,45,418,はりこみ,がんじょうあご,てきおうりょく,でかぐーす,dekagusu
736,アゴジムシ,通常,ようちゅうポケモン,通常,むし,,0.4,4.4,47,62,45,55,45,46,300,むしのしらせ,,,あごじむし,agojimushi
737,デンヂムシ,通常,バッテリーポケモン,通常,むし,でんき,0.5,10.5,57,82,95,55,75,36,400,バッテリー,,,でんぢむし,denjimushi
738,クワガノン,通常,くわがたポケモン,通常,むし,でんき,1.5,45,77,70,90,145,75,43,500,ふゆう,,,くわがのん,kuwaganon
739,マケンカニ,通常,けんとうポケモン,通常,かくとう,,0.6,7,47,82,57,42,47,63,338,かいりきバサミ,てつのこぶし,いかりのつぼ,まけんかに,makenkani
740,ケケンカニ,通常,けがにポケモン,通常,かくとう,こおり,1.7,180,97,132,77,62,67,43,478,かいりきバサミ,てつのこぶし,いかりのつぼ,けけんかに,kekenkani
741,オドリドリ,めらめらスタイル,ダンスポケモン,通常,ほのお,ひこう,0.6,3.4,75,70,70,98,70,93,476,おどりこ,,,おどりどり,odoridori
742,アブリー,通常,ツリアブポケモン,通常,むし,フェアリー,0.1,0.2,40,45,40,55,40,84,304,みつあつめ,りんぷん,スイートベール,あぶりー,aburi
743,アブリボン,通常,ツリアブポケモン,通常,むし,フェアリー,0.2,0.5,60,55,60,95,70,124,464,みつあつめ,りんぷん,スイートベール,あぶりぼん,aburibon
744,イワンコ,通常,こいぬポケモン,通常,いわ,,0.5,9.2,45,65,40,30,40,60,280,するどいめ,やるき,ふくつのこころ,いわんこ,iwanko
745,ルガルガン,まひるのすがた,オオカミポケモン,通常,いわ,,0.8,25,75,115,65,55,65,112,487,するどいめ,すなかき,ふくつのこころ,るがるがん,rugarugan
746,ヨワシ,たんどくのすがた,こざかなポケモン,通常,みず,,0.2,0.3,45,20,20,25,25,40,175,ぎょぐん,,,よわし,yowashi
747,ヒドイデ,通常,ヒトデナシポケモン,通常,どく,みず,0.4,8,50,53,62,43,52,45,305,ひとでなし,じゅうなん,さいせいりょく,ひどいで,hidoide
748,ドヒドイデ,通常,ヒトデナシポケモン,通常,どく,みず,0.7,14.5,50,63,152,53,142,35,495,ひとでなし,じゅうなん,さいせいりょく,どひどいで,dohidoide
749,ドロバンコ,通常,うさぎうまポケモン,通常,じめん,,1,110,70,100,70,45,55,45,385,マイペース,じきゅうりょく,せいしんりょく,どろばんこ,dorobanko
750,バンバドロ,通常,ばんばポケモン,通常,じめん,,2.5,920,100,125,100,55,85,35,500,マイペース,じきゅうりょく,せいしんりょく,ばんばどろ,banbadoro
751,シズクモ,通常,すいほうポケモン,通常,みず,むし,0.3,4,38,40,52,40,72,27,269,すいほう,,ちょすい,しずくも,shizukumo
752,オニシズクモ,通常,すいほうポケモン,通常,みず,むし,1.8,82,68,70,92,50,132,42,454,すいほう,,ちょすい,おにしずくも,onishizukumo
753,カリキリ,通常,かまくさポケモン,通常,くさ,,0.3,1.5,40,55,35,50,35,35,250,リーフガード,,あまのじゃく,かりきり,karikiri
754,ラランテス,通常,はなかまポケモン,通常,くさ,,0.9,18.5,70,105,90,80,90,45,480,リーフガード,,あまのじゃく,ららんてす,rarantesu
755,ネマシュ,通常,はっこうポケモン,通常,くさ,フェアリー,0.2,1.5,40,35,55,65,75,15,285,はっこう,ほうし,あめうけざら,ねましゅ,nemashu
756,マシェード,通常,はっこうポケモン,通常,くさ,フェアリー,1,11.5,60,45,80,90,100,30,405,はっこう,ほうし,あめうけざら,ましぇーど,masheーdo
757,ヤトウモリ,通常,どくトカゲポケモン,通常,どく,ほのお,0.6,4.8,48,44,40,71,40,77,320,ふしょく,,どんかん,やとうもり,yatoumori
758,エンニュート,通常,どくトカゲポケモン,通常,どく,ほのお,1.2,22.2,68,64,60,111,60,117,480,ふしょく,,どんかん,えんにゅーと,ennyuーto
759,ヌイコグマ,通常,じたばたポケモン,通常,ノーマル,かくとう,0.5,6.8,70,75,50,45,50,50,340,もふもふ,ぶきよう,メロメロボディ,ぬいこぐま,nuikoguma
760,キテルグマ,通常,ごうわんポケモン,通常,ノーマル,かくとう,2.1,135,120,125,80,55,60,60,500,もふもふ,ぶきよう,きんちょうかん,きてるぐま,kiteruguma
761,アマカジ,通常,フルーツポケモン,通常,くさ,,0.3,3.2,42,30,38,30,38,32,210,リーフガード,どんかん,スイートベール,あまかじ,amakaji
762,アママイコ,通常,フルーツポケモン,通常,くさ,,0.7,8.2,52,40,48,40,48,62,290,リーフガード,どんかん,スイートベール,あままいこ,amamaiko
763,アマージョ,通常,フルーツポケモン,通常,くさ,,1.2,21.4,72,120,98,50,98,72,510,リーフガード,じょおうのいげん,スイートベール,あまーじょ,amajo
764,キュワワー,通常,はなつみポケモン,通常,フェアリー,,0.1,0.3,51,52,90,82,110,100,485,フラワーベール,ヒーリングシフト,しぜんかいふく,きゅわわー,kyuwawa
765,ヤレユータン,通常,けんじゃポケモン,通常,ノーマル,エスパー,1.5,76,90,60,80,90,110,60,490,せいしんりょく,テレパシー,きょうせい,やれゆーたん,yareyutan
766,ナゲツケサル,通常,れんけいポケモン,通常,かくとう,,2,82.8,100,120,90,40,60,80,490,レシーバー,,まけんき,なげつけさる,nagetsukesaru
767,コソクムシ,通常,そうこうポケモン,通常,むし,みず,0.5,12,25,35,40,20,30,80,230,にげごし,,,こそくむし,kosokumushi
768,グソクムシャ,通常,そうこうポケモン,通常,むし,みず,2,108,75,125,140,60,90,40,530,ききかいひ,,,ぐそくむしゃ,gusokumusha
769,スナバァ,通常,すなやまポケモン,通常,ゴースト,じめん,0.5,70,55,55,80,70,45,15,320,みずがため,,すながくれ,すなばぁ,sunabaa
770,シロデスナ,通常,すなのしろポケモン,通常,ゴースト,じめん,1.3,250,85,75,110,100,75,35,480,みずがため,,すながくれ,しろですな,shirodesuna
771,ナマコブシ,通常,なまこポケモン,通常,みず,,0.3,1.2,55,60,130,30,130,5,410,とびだすなかみ,,てんねん,なまこぶし,namakobushi
772,タイプ：ヌル,通常,じんこうポケモン,準伝説,ノーマル,,1.9,120.5,95,95,95,95,95,59,534,カブトアーマー,,,たいぷ：ぬる,taipu：nuru
773,シルヴァディ,通常,じんこうポケモン,準伝説,ノーマル,,2.3,100.5,95,95,95,95,95,95,570,ＡＲシステム,,,しるヴぁでぃ,shirubuadei
774,メテノ,りゅうせいのすがた,ながれぼしポケモン,通常,いわ,ひこう,0.3,40,60,60,100,60,100,60,440,リミットシールド,,,めての,meteno
775,ネッコアラ,通常,ゆめうつつポケモン,通常,ノーマル,,0.4,19.9,65,115,65,75,95,65,480,ぜったいねむり,,,ねっこあら,nekkoara
776,バクガメス,通常,ばくはつがめポケモン,通常,ほのお,ドラゴン,2,212,60,78,135,91,85,36,485,シェルアーマー,,,ばくがめす,bakugamesu
777,トゲデマル,通常,まるまりポケモン,通常,でんき,はがね,0.3,3.3,65,98,63,40,73,96,435,てつのトゲ,ひらいしん,がんじょう,とげでまる,togedemaru
778,ミミッキュ,ばけたすがた,ばけのかわポケモン,通常,ゴースト,フェアリー,0.2,0.7,55,90,80,50,105,96,476,ばけのかわ,,,みみっきゅ,mimikkyu
779,ハギギシリ,通常,はぎしりポケモン,通常,みず,エスパー,0.9,19,68,105,70,70,70,92,475,ビビッドボディ,がんじょうあご,ミラクルスキン,はぎぎしり,hagigishiri
780,ジジーロン,通常,ゆうゆうポケモン,通常,ノーマル,ドラゴン,3,185,78,60,85,135,91,36,485,ぎゃくじょう,そうしょく,ノーてんき,じじーろん,jijiron
781,ダダリン,通常,もくずポケモン,通常,ゴースト,くさ,3.9,210,70,131,100,86,90,40,517,はがねつかい,,,だだりん,dadarin
782,ジャラコ,通常,うろこポケモン,通常,ドラゴン,,0.6,29.7,45,55,65,45,45,45,300,ぼうだん,ぼうおん,ぼうじん,じゃらこ,jarako
783,ジャランゴ,通常,うろこポケモン,通常,ドラゴン,かくとう,1.2,47,55,75,90,65,70,65,420,ぼうだん,ぼうおん,ぼうじん,じゃらんご,jarango
784,ジャラランガ,通常,うろこポケモン,通常,ドラゴン,かくとう,1.6,78.2,75,110,125,100,105,85,600,ぼうだん,ぼうおん,ぼうじん,じゃららんが,jararanga
785,カプ・コケコ,通常,とちがみポケモン,準伝説,でんき,フェアリー,1.8,20.5,70,115,85,95,75,130,570,エレキメイカー,,テレパシー,かぷ・こけこ,kapu・kokeko
786,カプ・テテフ,通常,とちがみポケモン,準伝説,エスパー,フェアリー,1.2,18.6,70,85,75,130,115,95,570,サイコメイカー,,テレパシー,かぷ・ててふ,kapu・tetefu
787,カプ・ブルル,通常,とちがみポケモン,準伝説,くさ,フェアリー,1.9,45.5,70,130,115,85,95,75,570,グラスメイカー,,テレパシー,かぷ・ぶるる,kapu・bururu
788,カプ・レヒレ,通常,とちがみポケモン,準伝説,みず,フェアリー,1.3,21.2,70,75,115,95,130,85,570,ミストメイカー,,テレパシー,かぷ・れひれ,kapu・rehire
789,コスモッグ,通常,せいうんポケモン,伝説,エスパー,,0.2,0.1,43,29,31,29,31,37,200,てんねん,,,こすもっぐ,kosumoggu
790,コスモウム,通常,げんしせいポケモン,伝説,エスパー,,0.1,999.9,43,29,131,29,131,37,400,がんじょう,,,こすもうむ,kosumoumu
791,ソルガレオ,通常,にちりんポケモン,伝説,エスパー,はがね,3.4,230,137,137,107,113,89,97,680,メタルプロテクト,,,そるがれお,sorugareo
792,ルナアーラ,通常,がちりんポケモン,伝説,エスパー,ゴースト,4,120,137,113,89,137,107,97,680,ファントムガード,,,るなあーら,runara
793,ウツロイド,通常,きせいポケモン,準伝説,いわ,どく,1.2,55.5,109,53,47,127,131,103,570,ビーストブースト,,,うつろいど,utsuroido
794,マッシブーン,通常,ぼうちょうポケモン,準伝説,むし,かくとう,2.4,333.6,107,139,139,53,53,79,570,ビーストブースト,,,まっしぶーん,masshibun
795,フェローチェ,通常,えんびポケモン,準伝説,むし,かくとう,1.8,25,71,137,37,137,37,151,570,ビーストブースト,,,ふぇろーちぇ,fuerochie
796,デンジュモク,通常,でんしょくポケモン,準伝説,でんき,,3.8,100,83,89,71,173,71,83,570,ビーストブースト,,,でんじゅもく,denjumoku
797,テッカグヤ,通常,うちあげポケモン,準伝説,はがね,ひこう,9.2,999.9,97,101,103,107,101,61,570,ビーストブースト,,,てっかぐや,tekkaguya
798,カミツルギ,通常,ばっとうポケモン,準伝説,くさ,はがね,0.3,0.1,59,181,131,59,31,109,570,ビーストブースト,,,かみつるぎ,kamitsurugi
799,アクジキング,通常,あくじきポケモン,準伝説,あく,ドラゴン,5.5,888,223,101,53,97,53,43,570,ビーストブースト,,,あくじきんぐ,akujikingu
800,ネクロズマ,通常,プリズムポケモン,伝説,エスパー,,2.4,230,97,107,101,127,89,79,600,プリズムアーマー,,,ねくろずま,nekurozuma
801,マギアナ,通常,じんぞうポケモン,幻,はがね,フェアリー,1,80.5,80,95,115,130,115,65,600,ソウルハート,,,まぎあな,magiana
802,マーシャドー,通常,かげすみポケモン,幻,かくとう,ゴースト,0.7,22.2,90,125,80,90,90,125,600,テクニシャン,,,まーしゃどー,mashado
803,ベベノム,通常,どくばりポケモン,準伝説,どく,,0.6,1.8,67,73,67,73,67,73,420,ビーストブースト,,,べべのむ,bebenomu
804,アーゴヨン,通常,どくばりポケモン,準伝説,どく,ドラゴン,3.6,150,73,73,73,127,73,121,540,ビーストブースト,,,あーごよん,agoyon
805,ツンデツンデ,通常,いしがきポケモン,準伝説,いわ,はがね,5.5,820,61,131,211,53,101,13,570,ビーストブースト,,,つんでつんで,tsundetsunde
806,ズガドーン,通常,はなびポケモン,準伝説,ほのお,ゴースト,1.8,13,53,127,53,151,79,107,570,ビーストブースト,,,ずがどーん,zugadon
807,ゼラオラ,通常,じんらいポケモン,幻,でんき,,1.5,44.5,88,112,75,102,80,143,600,ちくでん,,,ぜらおら,zeraora
808,メルタン,通常,ナットポケモン,幻,はがね,,0.2,8,46,65,65,55,35,34,300,じりょく,,,めるたん,merutan
809,メルメタル,通常,ナットポケモン,幻,はがね,,2.5,800,135,143,143,80,65,34,600,てつのこぶし,,,めるめたる,merumetaru
810,サルノリ,通常,こざるポケモン,通常,くさ,,0.3,5,50,65,50,40,40,65,310,しんりょく,,グラスメイカー,さるのり,sarunori
811,バチンキー,通常,ビートポケモン,通常,くさ,,0.7,14,70,85,70,55,60,80,420,しんりょく,,グラスメイカー,ばちんきー,bachinki
812,ゴリランダー,通常,ドラマーポケモン,通常,くさ,,2.1,90,100,125,90,60,70,85,530,しんりょく,,グラスメイカー,ごりらんだー,goriranda
813,ヒバニー,通常,うさぎポケモン,通常,ほのお,,0.3,4.5,50,71,40,40,40,69,310,もうか,,リベロ,ひばにー,hibani
814,ラビフット,通常,うさぎポケモン,通常,ほのお,,0.6,9,65,86,60,55,60,94,420,もうか,,リベロ,らびふっと,rabifutto
815,エースバーン,通常,ストライカーポケモン,通常,ほのお,,1.4,33,80,116,75,65,75,119,530,もうか,,リベロ,えーすばーん,esuban
816,メッソン,通常,みずとかげポケモン,通常,みず,,0.3,4,50,40,40,70,40,70,310,げきりゅう,,スナイパー,めっそん,messon
817,ジメレオン,通常,みずとかげポケモン,通常,みず,,0.7,11.5,65,60,55,95,55,90,420,げきりゅう,,スナイパー,じめれおん,jimereon
818,インテレオン,通常,エージェントポケモン,通常,みず,,1.9,45.2,70,85,65,125,65,120,530,げきりゅう,,スナイパー,いんてれおん,intereon
819,ホシガリス,通常,ほおばりポケモン,通常,ノーマル,,0.3,2.5,70,55,55,35,35,25,275,ほおぶくろ,,くいしんぼう,ほしがりす,hoshigarisu
820,ヨクバリス,通常,よくばりポケモン,通常,ノーマル,,0.6,6,120,95,95,55,75,20,460,ほおぶくろ,,くいしんぼう,よくばりす,yokubarisu
821,ココガラ,通常,ことりポケモン,通常,ひこう,,0.2,1.8,38,47,35,33,35,57,245,するどいめ,きんちょうかん,はとむね,ここがら,kokogara
822,アオガラス,通常,カラスポケモン,通常,ひこう,,0.8,16,68,67,55,43,55,77,365,するどいめ,きんちょうかん,はとむね,あおがらす,aogarasu
823,アーマーガア,通常,カラスポケモン,通常,ひこう,はがね,2.2,75,98,87,105,53,85,67,495,プレッシャー,きんちょうかん,ミラーアーマー,あーまーがあ,amaga
824,サッチムシ,通常,ようちゅうポケモン,通常,むし,,0.4,8,25,20,20,25,45,45,180,むしのしらせ,ふくがん,テレパシー,さっちむし,sacchimushi
825,レドームシ,通常,レドームポケモン,通常,むし,エスパー,0.4,19.5,50,35,80,50,90,30,335,むしのしらせ,ふくがん,テレパシー,れどーむし,redomushi
826,イオルブ,通常,ななほしポケモン,通常,むし,エスパー,0.4,40.8,60,45,110,80,120,90,505,むしのしらせ,おみとおし,テレパシー,いおるぶ,iorubu
827,クスネ,通常,きつねポケモン,通常,あく,,0.6,8.9,40,28,28,47,52,50,245,にげあし,かるわざ,はりこみ,くすね,kusune
828,フォクスライ,通常,きつねポケモン,通常,あく,,1.2,19.9,70,58,58,87,92,90,455,にげあし,かるわざ,はりこみ,ふぉくすらい,fuokusurai
829,ヒメンカ,通常,はなかざりポケモン,通常,くさ,,0.4,2.2,40,40,60,40,60,10,250,わたげ,さいせいりょく,ほうし,ひめんか,himenka
830,ワタシラガ,通常,わたかざりポケモン,通常,くさ,,0.5,2.5,60,50,90,80,120,60,460,わたげ,さいせいりょく,ほうし,わたしらが,watashiraga
831,ウールー,通常,ひつじポケモン,通常,ノーマル,,0.6,6,42,40,55,40,45,48,270,もふもふ,にげあし,ぼうだん,うーるー,uru
832,バイウールー,通常,ひつじポケモン,通常,ノーマル,,1.3,43,72,80,100,60,90,88,490,もふもふ,ふくつのこころ,ぼうだん,ばいうーるー,baiuru
833,カムカメ,通常,くいつきポケモン,通常,みず,,0.3,8.5,50,64,50,38,38,44,284,がんじょうあご,シェルアーマー,すいすい,かむかめ,kamukame
834,カジリガメ,通常,かみつきポケモン,通常,みず,いわ,1,115.5,90,115,90,48,68,74,485,がんじょうあご,シェルアーマー,すいすい,かじりがめ,kajirigame
835,ワンパチ,通常,こいぬポケモン,通常,でんき,,0.3,13.5,59,45,50,40,50,26,270,たまひろい,,びびり,わんぱち,wanpachi
836,パルスワン,通常,いぬポケモン,通常,でんき,,1,34,69,90,60,90,60,121,490,がんじょうあご,,かちき,ぱるすわん,parusuwan
837,タンドン,通常,せきたんポケモン,通常,いわ,,0.3,12,30,40,50,40,50,30,240,じょうききかん,たいねつ,もらいび,たんどん,tandon
838,トロッゴン,通常,せきたんポケモン,通常,いわ,ほのお,1.1,78,80,60,90,60,70,50,410,じょうききかん,ほのおのからだ,もらいび,とろっごん,toroggon
839,セキタンザン,通常,せきたんポケモン,通常,いわ,ほのお,2.8,310.5,110,80,120,80,90,30,510,じょうききかん,ほのおのからだ,もらいび,せきたんざん,sekitanzan
840,カジッチュ,通常,りんごぐらしポケモン,通常,くさ,ドラゴン,0.2,0.5,40,40,80,40,40,20,260,じゅくせい,くいしんぼう,ぼうだん,かじっちゅ,kajicchu
841,アップリュー,通常,りんごはねポケモン,通常,くさ,ドラゴン,0.3,1,70,110,80,95,60,70,485,じゅくせい,くいしんぼう,はりきり,あっぷりゅー,appuryuー
842,タルップル,通常,りんごじるポケモン,通常,くさ,ドラゴン,0.4,13,110,85,80,100,80,30,485,じゅくせい,くいしんぼう,あついしぼう,たるっぷる,taruppuru
843,スナヘビ,通常,すなへびポケモン,通常,じめん,,2.2,7.6,52,57,75,35,50,46,315,すなはき,だっぴ,すながくれ,すなへび,sunahebi
844,サダイジャ,通常,すなへびポケモン,通常,じめん,,3.8,65.5,72,107,125,65,70,71,510,すなはき,だっぴ,すながくれ,さだいじゃ,sadaija
845,ウッウ,通常,うのみポケモン,通常,ひこう,みず,0.8,18,70,85,55,85,95,85,475,うのミサイル,,,うっう,uuu
846,サシカマス,通常,とつげきポケモン,通常,みず,,0.5,1,41,63,40,40,30,66,280,すいすい,,スクリューおびれ,さしかます,sashikamasu
